customer_id,customer_name,email,phone ,address,area,pincode,registration_date
99104779,Frado Munshi,utkarsh69@example.com,4981813144,"73/89
Buch Path, Hindupur-292876",Loni,972394,27-10-2023
40544096,Ansh Acharya,ysha@example.com,222720194,"06, Pandit Marg, Bangalore 705374",Kollam,190599,18-08-2024
87764817,Bachittar Som,naveensehgal@example.net,9389195451,"50/826
Manda Zila, Barasat 718639",Tinsukia,161717,01-05-2023
39914660,Yahvi Chander,keya07@example.org,5898188915,"56/058, Bora Road, Satna 486272",Rajkot,135736,08-04-2023
32748310,Qarin Gokhale,rayaan71@example.net,1019567967,"42
Pradhan Street
Firozabad-175936",Amroha,937397,12-06-2023
70936609,Amaira Dewan,prishabal@example.org,8371567337,"H.No. 898, Date Circle
Salem 221115",Fatehpur,490370,13-04-2025
99671600,Daksha Bansal,ibhardwaj@example.org,9988053961,"00/20, Parikh, Miryalaguda-435186",Tinsukia,151341,17-02-2024
75724776,Mekhala Kumar,gabrielmutti@example.com,2522212399,"H.No. 67
Rattan Road
Hazaribagh 045168",Agartala,513015,11-08-2025
8175691,Faras Walia,ekiyamaster@example.net,7650008890,"H.No. 70, Gala, Kavali-061767",Mahbubnagar,107677,05-07-2025
88853429,Bakhshi Bedi,qdatta@example.com,2595145188,"43/08, Bajaj Path
Mango-937411",Tirunelveli,773320,30-03-2025
69579299,Bachittar Gole,yganguly@example.com,6310671577,"930
Mannan Nagar, Chapra-075574",Siliguri,707109,07-12-2024
75358419,Sanya Sura,yuvrajsibal@example.net,7848292749,"634
Sarin Nagar
Jaunpur 762191",Phagwara,952011,24-11-2024
11409802,Yutika Lall,bhavinibutala@example.net,8742811314,"H.No. 987
Oak Street
Meerut-122155",Ichalkaranji,650430,27-02-2025
35051881,Dakshesh Chaudry,muniinaya@example.net,179609603,"H.No. 731
Dube Marg
Rohtak 142062",Durg,935026,18-03-2024
28851616,Matthew Soman,frederickvaidya@example.net,9957931657,"68, Lalla Ganj, Haridwar 689519",Davanagere,76069,13-10-2024
88628980,Varsha Setty,omya01@example.net,5878983910,"42
Munshi Street
Amritsar-760808",Bellary,735884,30-11-2024
6202088,Zilmil Kata,qabil43@example.org,8071060491,"91, Ravi Chowk, Ramagundam 083434",Proddatur,106795,11-02-2024
66383837,Lila Choudhry,widisha97@example.com,9460200658,"07/763
Mitra Chowk
Bulandshahr 775717",Tiruchirappalli,581918,11-11-2023
87418853,Vivaan Keer,bhardwajdipta@example.com,6800021391,"11/18, Deshpande Ganj, Gulbarga-554711",Hapur,400159,20-03-2024
46553352,Aadi Tella,samarth40@example.com,3387954944,"H.No. 384
Batta Circle
Uluberia 193748",Shimla,948259,06-03-2025
64058008,Krish Chokshi,neelsalvi@example.com,9097457028,"966
Pal Path
Guna-072587",Amaravati,957313,26-06-2023
87581197,Abhimanyu Sem,barkhasha@example.org,230730803,"676, Mishra Zila
Ozhukarai-328267",Chapra,533365,24-02-2023
32629621,Tanvi Baria,yachana13@example.org,4262255641,"H.No. 37, Kari Street, Bettiah 873111",Jamalpur,481123,14-09-2023
95080033,Lakshit Bava,jganesh@example.com,1225324341,"263
Tella Circle, Bhopal-837658",Ambala,677430,24-02-2024
58820443,Karan Radhakrishnan,jyotidugal@example.net,4738055622,"H.No. 825, Sibal Circle, Narasaraopet 969474",Farrukhabad,930866,19-03-2023
61986458,Jeet Jhaveri,kandazansi@example.org,2777959001,"H.No. 575
Sule Chowk, Kharagpur 891509",Vasai-Virar,896922,03-02-2025
33120408,Omkaar Manda,raoeshana@example.com,3545783280,"H.No. 79, Brahmbhatt Circle
Sangli-Miraj & Kupwad 402795",Bathinda,880979,11-03-2025
99237421,Gauri Gade,uchandra@example.org,5740917992,"23, Barad Circle, Tumkur-716551",Sultan Pur Majra,589053,26-12-2023
9900859,Yochana Nayak,dugarjackson@example.org,8598855564,"27/981
Sankaran Road
Rewa 573727",Vijayanagaram,427124,16-07-2023
82439316,Agastya Ramanathan,vbail@example.org,8045928231,"84, Hayre Street, Pune-373664",Sasaram,595218,22-01-2025
5602979,Qarin Savant,janaki12@example.org,1120398438,"598
Bhat Marg, Noida 023590",Arrah,740065,18-06-2025
6418712,Samuel Peri,dedamyanti@example.org,5526909226,"39, Pandit, Ahmedabad 845932",Guna,881223,04-12-2023
23003260,Janya Munshi,mohammed64@example.com,2809848495,"H.No. 68
Ratti Street
Rewa-664880",Bhavnagar,813955,20-12-2024
72784689,Gauri Rama,bdalal@example.com,4761879462,"H.No. 66, Vohra Road
Jammu-357612",Jaunpur,207204,06-12-2025
35097105,Arya Varty,harishnair@example.org,8032374342,"H.No. 39
Chaudhuri Path, Amritsar 635818",Tiruvottiyur,895779,02-04-2024
25729471,Urvashi Varty,tanvi82@example.org,8589117856,"989, Sodhi Street, Noida 959483",Purnia,807390,09-03-2024
88371668,Ranveer Kari,wazirnanda@example.org,1890620162,"H.No. 817, Subramanian
Kurnool 527148",Ichalkaranji,825156,01-09-2024
87209439,Chaaya Vohra,arin43@example.org,3451571547,"80
Keer Zila
Khammam 965879",Coimbatore,153226,23-12-2025
30373778,Nikita Sachdeva,chowdhurytejas@example.org,7590540213,"66/912, Grewal, Uluberia-498827",Meerut,423092,06-11-2025
61790140,Girindra Mital,kandaabha@example.com,8284651635,"89/362
Uppal, Srikakulam 857395",Jalna,534666,25-12-2025
48778445,Garima Brar,bhatnagarvarenya@example.org,3859017465,"311
Dixit Circle, Danapur-673508",Ramgarh,216358,24-10-2023
56813927,Maanas Jaggi,anyaanand@example.com,5408824601,"H.No. 83, Gour Street, Anand 764572",Rajahmundry,26423,25-07-2023
43303387,Tamanna Ratta,leelaraghavan@example.net,9147159531,"22/529
Din Ganj
Bhind-594333",Surendranagar Dudhrej,425784,17-03-2025
62145253,Aadhya Shetty,vihaantank@example.net,4115864302,"H.No. 10
Babu Chowk
Bhubaneswar 447217",Durgapur,797951,29-12-2024
18166703,Sanaya Uppal,labanom@example.com,2877646587,"91, Sane Chowk
Hospet-155828",Ranchi,815473,10-08-2023
1416725,Yachana Narula,zvig@example.com,7691749696,"13/34
Chad Marg
Begusarai 212241",Visakhapatnam,479313,03-06-2024
95621651,Henry Tella,dharwatika@example.org,419287334,"76/025, Kade Chowk
Salem-562527",Malegaon,78091,19-11-2025
33627520,Bimala Zacharia,shivanshmander@example.net,5325999825,"51/34, Nayar Marg
Raiganj-707055",Tiruvottiyur,767200,13-11-2025
16347892,Mitesh Dhar,gavinkannan@example.org,3342631415,"71, Shroff Circle
Maheshtala-471113",Kollam,463724,04-10-2023
61987657,Nicholas Khurana,amarasoman@example.com,5224048465,"73/41, Bora Road, Bhiwani-372284",Jaunpur,175920,22-03-2024
8908828,Kala Ramachandran,echakraborty@example.org,2714453769,"25/338, Sarna Path, Guna-982676",Bidar,236470,27-08-2023
53883083,Tanvi Bakshi,arinbansal@example.net,2289292697,"H.No. 138
Lanka Chowk
Hindupur 711693",Kumbakonam,354589,06-10-2025
84262673,Janani Randhawa,bimalaraman@example.net,130756013,"126
Reddy Marg
Chennai 461368",Uluberia,130840,12-04-2023
93194729,Kavya Rama,rpatil@example.net,4529168849,"199
Ramaswamy Nagar, Nellore 003460",Agra,517556,29-01-2023
66403369,Hritik Tailor,unni26@example.org,8540328410,"41/502, Dewan Marg, Indore-939700",Narasaraopet,705749,07-02-2025
98492506,Hemang Kant,oommenbrijesh@example.com,711711330,"00/175
Bajwa Nagar, Fatehpur-150210",Thoothukudi,512152,18-06-2024
55028514,Azaan Mohanty,nicholas33@example.com,502118618,"38/995, Goda Circle, Tezpur 599586",Rohtak,931594,24-05-2024
26915418,Chandresh Natarajan,aryan34@example.org,2655647318,"281
Saha
Bhusawal 008516",Giridih,5478,30-10-2024
53666381,Yug Wable,wmann@example.net,8541775575,"H.No. 48, Sem Marg
Jalgaon-121418",Coimbatore,548321,03-06-2023
